,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
11,26.657714366912842,2.1512025492109283,0.01416187286376953,0.0007468503969413982,0.1,"(42, 42)",70,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (42, 42), 'km__n_clusters': 70}",0.7253646389185343,0.7295081967213115,0.7654409139593003,0.7426628489620616,0.7654232424677188,0.7456428571428572,0.017112907159425747,34,0.7355438376977389,0.7498659996426658,0.7852486829181177,0.7508477601285026,0.7730110595790225,0.7589034679932095,0.017806386948066435
12,27.62433123588562,1.5995245245328342,0.013362884521484375,0.0004896949302730171,0.1,"(42, 42)",80,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (42, 42), 'km__n_clusters': 80}",0.7417289220917823,0.7587312900926586,0.7525883612995359,0.7777380100214746,0.7370875179340028,0.7535714285714286,0.014295250186504458,20,0.7468942711591742,0.7674647132392353,0.7522100187516743,0.7860074959842941,0.7439350695683197,0.7593023137405395,0.01562180454753635
13,36.493413257598874,2.9808540426728447,0.016156864166259766,0.0019340379080115138,0.1,"(42, 42)",100,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (42, 42), 'km__n_clusters': 100}",0.8011383849163999,0.7900926585887385,0.7757943591574438,0.8246241947029349,0.8142037302725968,0.8011428571428572,0.017234798627365815,2,0.8082044865492894,0.8024834732892621,0.8034645950531297,0.8284847403176869,0.826881912236889,0.8139038414892514,0.01142732036555233
14,37.66567897796631,2.384567069489068,0.021343517303466796,0.0054114079459220855,0.1,"(42, 42)",150,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (42, 42), 'km__n_clusters': 150}",0.7630736392742796,0.7715609408410549,0.7275972866833273,0.7208303507516106,0.7291965566714491,0.7425,0.020679682146691174,36,0.7693270176065778,0.7835447561193497,0.7401553710152692,0.7305907549527039,0.733321441312879,0.7513878682013558,0.021170560762448762
15,47.69565877914429,3.942574989649739,0.025330877304077147,0.005554171337543058,0.1,"(42, 42)",200,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (42, 42), 'km__n_clusters': 200}",0.8096762717893988,0.8189593727726301,0.8282756158514816,0.7934860415175375,0.7460545193687231,0.7993571428571429,0.02895492878923089,4,0.8216998838144607,0.8427729140611042,0.8498080185730869,0.798857754774228,0.752764894755619,0.8131806931956997,0.035057245684806386
16,1.7547080039978027,0.3702277190796213,0.006382369995117187,0.0007979155637580474,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 2}",0.11170401992173604,0.0955096222380613,0.10317743662977508,0.11560486757337152,0.11692969870875179,0.10857142857142857,0.008109970838027523,320,0.10984002144963803,0.10818295515454708,0.10402714528082864,0.12207745850437265,0.11612557973599714,0.1120506320250767,0.006346093461631994
17,5.881672143936157,0.9762779723835414,0.007579898834228516,0.0010290999483193474,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 5}",0.3706865884027037,0.34746970776906627,0.3502320599785791,0.39083750894774516,0.3500717360114778,0.3618571428571429,0.016716820941147074,283,0.37831799088390383,0.3561729497945328,0.3609250825966604,0.39916116366232374,0.34909026043524793,0.3687334894745337,0.018012777941548375
18,7.1829918384552,1.4875716282810592,0.010770559310913086,0.006596055975592757,0.1,"(50,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 10}",0.5240128068303095,0.6083392729864576,0.6062120671188861,0.5751610594130279,0.5778335724533716,0.5782857142857143,0.030503697971103513,262,0.5406202520332469,0.6168483115954976,0.6188052504687919,0.5724611815099054,0.5785765251516233,0.585462304151813,0.02940777554642829
19,12.469655227661132,1.9771385185680599,0.0075800418853759766,0.0004875480979675548,0.1,"(50,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 20}",0.6961935254357879,0.6674982181040627,0.70581935023206,0.7065139584824625,0.6922525107604017,0.6936428571428571,0.014192204331955203,160,0.7039056215926356,0.683491155976416,0.7189034735244219,0.714438693557023,0.7069211559043882,0.705532020110977,0.012235188273611535
20,12.59432053565979,1.2232469751527744,0.00817265510559082,0.0009782664583049157,0.1,"(50,)",26,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 26}",0.7271433653504091,0.6796151104775481,0.7093895037486612,0.725125268432355,0.6908177905308465,0.7064285714285714,0.018716465980712745,138,0.7392081508624542,0.6981418617116313,0.7121171533172604,0.735588077815456,0.6985372814841242,0.7167185050381851,0.017655967551862897
